,Name,Team,Position,Proj_Score,Price,adp
525,Josh Corbett,GCS,FWD,46,273200,-27
527,Oliver Hanrahan,HAW,FWD,46,237200,-27
626,Lachie Young,NME,DEF,55,202000,-27
630,Louis Butler,WBD,DEF,55,191800,-27
642,Dylan Roberton,STK,DEF,55,139700,-27
652,Nathan Murphy,COL,DEF,55,123900,-27
656,Jacob Wehr,GWS,DEF,55,117300,-27
657,Thomas Highmore,STK,DEF,55,117300,-27
281,Rhys Mathieson,BRI,MID,69,365800,-28
285,Brett Bewley,FRE,MID,69,388200,-28
369,Sam Draper,ESS,RUC,63,378100,-28
448,Orazio Fantasia,POR,DEF,54,271800,-28
451,Noah Answerth,BRI,DEF,54,304500,-28
452,Connor Budarick,GCS,DEF,54,256500,-28
531,Brayden Ainsworth,WCE,FWD,45,253900,-28
533,Ben Ronke,SYD,FWD,45,275600,-28
534,Sam Sturt,FRE,FWD,45,265100,-28
834,Ben Cavarra,WBD,FWD,45,194900,-28
835,Logan McDonald,SYD,FWD,45,193800,-28
839,Jy Farrar,GCS,FWD,45,184300,-28
840,Jamaine Jones,WCE,FWD,45,182400,-28
843,Elijah Hollands,GCS,FWD,45,180300,-28
844,Daniel Venables,WCE,FWD,45,179900,-28
846,Jarrod Cameron,WCE,FWD,45,153700,-28
853,Jack Ginnivan,COL,FWD,45,102400,-28
854,Jack Saunders,HAW,FWD,45,102400,-28
858,Joel Jeffrey,GCS,FWD,45,102400,-28
862,Marc Sheather,SYD,FWD,45,102400,-28
304,Chris Mayne,COL,MID,68,373400,-29
537,Darcy Cameron,COL,FWD,44,302900,-29
538,James Bell,SYD,FWD,44,267300,-29
539,Taylor Garner,NME,FWD,44,267400,-29
540,Billy Frampton,ADE,FWD,44,286100,-29
541,Jacob Townsend,GCS,FWD,44,238200,-29
26,Rowan Marshall,STK,RUC,61,557200,-30
305,Justin McInerney,SYD,MID,67,384400,-30
309,Harry Morrison,HAW,MID,67,358500,-30
315,Tom Scully,HAW,MID,67,290500,-30
372,Jye Caldwell,ESS,MID,67,348600,-30
473,Isaac Cumming,GWS,DEF,52,288000,-30
474,Ryan Burton,POR,DEF,52,318800,-30
475,Tobe Watson,FRE,DEF,52,303700,-30
476,David Astbury,RIC,DEF,52,400400,-30
477,Daniel Howe,HAW,DEF,52,280500,-30
658,Rory Thompson,GCS,DEF,52,123900,-30
318,George Hewett,SYD,MID,66,374700,-31
483,Nic Newman,CAR,DEF,51,415400,-31
484,Zaine Cordy,WBD,DEF,51,313700,-31
485,Colin O'Riordan,SYD,DEF,51,268000,-31
491,Jay Lockhart,MEL,DEF,51,289600,-31
543,Ned McHenry,ADE,FWD,42,212900,-31
614,Bailey J. Williams,WCE,RUC,60,193400,-31
621,Tom Fullarton,BRI,RUC,60,128900,-31
333,Tom Green,GWS,MID,65,351400,-32
334,Nathan Jones,MEL,MID,65,292100,-32
337,Josh Battle,STK,MID,65,362900,-32
492,Kyron Hayden,NME,DEF,50,281400,-32
545,Keidean Coleman,BRI,FWD,41,299800,-32
661,Jake Stein,GWS,DEF,50,200100,-32
662,Fischer Mcasey,ADE,DEF,50,199300,-32
664,Lewis Young,WBD,DEF,50,198300,-32
666,Joel Garner,POR,DEF,50,189900,-32
667,Liam Stocker,CAR,DEF,50,186500,-32
668,Denver Grainger-Barras,HAW,DEF,50,184800,-32
671,Zach Guthrie,GEE,DEF,50,180500,-32
672,Jordon Butts,ADE,DEF,50,176800,-32
673,Nikolas Cox,ESS,DEF,50,175800,-32
676,Zach Reid,ESS,DEF,50,166800,-32
678,Matthew Ling,SYD,DEF,50,163000,-32
682,Kade Chandler,MEL,DEF,50,161200,-32
684,Mark Keane,COL,DEF,50,158000,-32
692,Ben Jarvis,GEE,DEF,50,139200,-32
699,Luke Foley,WCE,DEF,50,127900,-32
704,Barry O'Connor,SYD,DEF,50,123900,-32
705,Ben Johnson,WCE,DEF,50,123900,-32
706,Ben Miller,RIC,DEF,50,123900,-32
709,Brock Smith,BRI,DEF,50,123900,-32
711,Buku Khamis,WBD,DEF,50,123900,-32
713,Callum M. Brown,GWS,DEF,50,123900,-32
716,Cian McBride,ESS,DEF,50,123900,-32
722,Harry Edwards,WCE,DEF,50,123900,-32
723,Harry Pepper,HAW,DEF,50,123900,-32
726,Jacob Koschitzke,HAW,DEF,50,123900,-32
728,Jake Pasini,POR,DEF,50,123900,-32
731,James Madden,BRI,DEF,50,123900,-32
732,Jaxon Prior,BRI,DEF,50,123900,-32
734,Jez McLennan,GCS,DEF,50,123900,-32
737,Josh Worrell,ADE,DEF,50,123900,-32
738,Kieren Briggs,GWS,DEF,50,123900,-32
740,Lachlan Gollant,ADE,DEF,50,123900,-32
744,Leno Thomas,FRE,DEF,50,123900,-32
745,Leo Connolly,STK,DEF,50,123900,-32
746,Luke Towey,GCS,DEF,50,123900,-32
748,Martin Frederick,POR,DEF,50,123900,-32
750,Matt McGuinness,NME,DEF,50,123900,-32
762,Oscar Clavarino,STK,DEF,50,123900,-32
767,Ross McQuillan,ESS,DEF,50,123900,-32
768,Sam De Koning,GEE,DEF,50,123900,-32
772,Stefan Okunbor,GEE,DEF,50,123900,-32
777,Trent Bianco,COL,DEF,50,123900,-32
784,Bailey Laurie,MEL,DEF,50,117300,-32
785,Beau McCreery,COL,DEF,50,117300,-32
787,Brandon Walker,FRE,DEF,50,117300,-32
790,Cameron Fleeton,GWS,DEF,50,117300,-32
793,Cody Brand,ESS,DEF,50,117300,-32
799,Harry Sharp,BRI,DEF,50,117300,-32
803,Isiah Winder,WCE,DEF,50,117300,-32
807,Joshua Eyre,ESS,DEF,50,117300,-32
822,Blake Coleman,BRI,DEF,50,117200,-32
827,Nick Stevens,GEE,DEF,50,117200,-32
349,Nick Blakey,SYD,MID,64,318700,-33
352,Josh Caddy,RIC,MID,64,335100,-33
499,Sam Taylor,GWS,DEF,49,323400,-33
500,Brandon Zerk-Thatcher,ESS,DEF,49,255200,-33
548,Boyd Woodcock,POR,FWD,40,261100,-33
549,Matt Taberner,FRE,FWD,40,403000,-33
606,Will Phillips,NME,MID,64,198300,-33
607,Braeden Campbell,SYD,MID,64,189300,-33
610,Archie Perkins,ESS,MID,64,171300,-33
611,Tom Powell,NME,MID,64,153300,-33
365,Brayden Fiorini,GCS,MID,63,301700,-34
368,Adam Tomlinson,MEL,MID,63,324000,-34
428,Tom De Koning,CAR,RUC,57,305500,-34
550,Jack Petruccelle,WCE,FWD,39,217100,-34
374,Darcy Tucker,FRE,MID,62,347900,-35
379,Lachlan Sholl,ADE,MID,62,343200,-35
515,Changkuoth Jiath,HAW,DEF,47,266500,-35
516,Hayden Young,FRE,DEF,47,279400,-35
517,Jordan Clark,GEE,DEF,47,241800,-35
552,Irving Mosquito,ESS,FWD,38,264700,-35
385,Ed Richards,WBD,MID,61,309300,-36
390,Bailey Scott,NME,MID,61,332300,-36
392,Tom Cutler,ESS,MID,61,364700,-36
393,Brayden Sier,COL,MID,61,313800,-36
395,Sydney Stack,RIC,MID,61,277600,-36
637,Tom Campbell,NME,RUC,55,154700,-36
639,Kieran Strachan,ADE,RUC,55,146700,-36
648,Lloyd Meek,FRE,RUC,55,123900,-36
397,Charlie Constable,GEE,MID,60,266500,-37
400,Quinton Narkle,GEE,MID,60,310400,-37
449,Mabior Chol,RIC,RUC,54,327200,-37
528,Caleb Graham,GCS,DEF,45,284800,-37
529,Jack Payne,BRI,DEF,45,255100,-37
532,Ryan Gardner,WBD,DEF,45,232800,-37
554,Jack Silvagni,CAR,FWD,36,257400,-37
555,Tom J. Lynch,RIC,FWD,36,366700,-37
556,Tristan Xerri,NME,FWD,36,265900,-37
557,Josh Schache,WBD,FWD,36,214400,-37
623,Connor Downie,HAW,MID,60,117300,-37
831,Connor Menadue,NME,DEF,45,201500,-37
837,Flynn Perez,NME,DEF,45,193400,-37
838,Ryan Garthwaite,RIC,DEF,45,188000,-37
842,Tyson Goldsack,POR,DEF,45,182000,-37
845,Darragh Joyce,STK,DEF,45,177300,-37
848,Aiden Fyfe,GCS,DEF,45,102400,-37
850,Deividas Uosis,BRI,DEF,45,102400,-37
856,James Borlase,ADE,DEF,45,102400,-37
857,Joel Jeffrey,GCS,DEF,45,102400,-37
860,Luke Parks,CAR,DEF,45,102400,-37
861,Malachy Carruthers,SYD,DEF,45,102400,-37
864,Patrick Walker,NME,DEF,45,102400,-37
866,Rhys Nicholls,GCS,DEF,45,102400,-37
869,Will Shaw,GWS,DEF,45,102400,-37
412,Dylan Stephens,SYD,MID,59,337800,-38
457,Braydon Preuss,GWS,RUC,53,303000,-38
535,Jack Buckley,GWS,DEF,44,223800,-38
558,Harry Himmelberg,GWS,FWD,35,355300,-38
416,Connor Blakely,FRE,MID,58,295000,-39
542,Kaiden Brand,SYD,DEF,43,245000,-39
559,Callum L. Brown,COL,FWD,34,349600,-39
560,Lance Franklin,SYD,FWD,34,312000,-39
561,Josh J. Kennedy,WCE,FWD,34,346200,-39
562,Sean Lemmens,GCS,FWD,34,253400,-39
426,Lin Jong,WBD,MID,57,318100,-40
565,Cameron Ellis-Yolmen,BRI,FWD,33,337800,-40
566,Nick Hind,ESS,FWD,33,331000,-40
433,Jack Ross,RIC,MID,56,333100,-41
435,Tyler Brown,COL,MID,56,311000,-41
494,Paddy Ryder,STK,RUC,50,505900,-41
544,Aiden Bonar,NME,DEF,41,245400,-41
546,Will Hamill,ADE,DEF,41,210900,-41
660,Keegan Brooksby,HAW,RUC,50,206900,-41
680,Callum Coleman-Jones,RIC,RUC,50,161200,-41
702,Austin Bradtke,MEL,RUC,50,123900,-41
707,Bigoa Nyuon,RIC,RUC,50,123900,-41
712,Callum Jamieson,WCE,RUC,50,123900,-41
715,Charlie Comben,NME,RUC,50,123900,-41
735,Jordon Sweet,WBD,RUC,50,123900,-41
749,Matt Conroy,GCS,RUC,50,123900,-41
753,Max Lynch,COL,RUC,50,123900,-41
756,Ned Reeves,HAW,RUC,50,123900,-41
757,Nick Bryan,ESS,RUC,50,123900,-41
769,Sam Hayes,POR,RUC,50,123900,-41
801,Henry Smith,BRI,RUC,50,117300,-41
818,Samson Ryan,RIC,RUC,50,117300,-41
820,Shannon Neale,GEE,RUC,50,117300,-41
440,Dylan Clarke,ESS,MID,55,348600,-42
496,Archie Smith,BRI,RUC,49,217100,-42
569,Mitch Georgiades,POR,FWD,31,317000,-42
572,Jesse Hogan,GWS,FWD,31,310800,-42
624,Paddy Dow,CAR,MID,55,202400,-42
627,Lachie Young,NME,MID,55,202000,-42
628,Finn Maginness,HAW,MID,55,195600,-42
631,Patrick Naish,RIC,MID,55,180500,-42
641,Jeremy Sharp,GCS,MID,55,141800,-42
643,Cooper Stephens,GEE,MID,55,123900,-42
644,Dylan Williams,POR,MID,55,123900,-42
646,Ely Smith,BRI,MID,55,123900,-42
650,Nakia Cockatoo,BRI,MID,55,123900,-42
653,Riley Collier-Dawkins,RIC,MID,55,123900,-42
654,Ryan Byrnes,STK,MID,55,123900,-42
655,Stefan Giro,FRE,MID,55,123900,-42
446,Adam Kennedy,GWS,MID,54,300900,-43
574,Lachlan Schultz,FRE,FWD,30,298000,-43
830,Riley Thilthorpe,ADE,RUC,48,202800,-43
454,Mitchell Hinge,ADE,MID,53,328800,-44
456,Brayden Ham,ESS,MID,53,277800,-44
461,Will Brodie,GCS,MID,53,344900,-44
551,Connor Idun,GWS,DEF,38,214900,-44
553,Joel Smith,MEL,DEF,38,211100,-44
465,Laitham Vandermeer,WBD,MID,52,278900,-45
469,Roarke Smith,WBD,MID,52,281400,-45
471,Kane Farrell,POR,MID,52,309200,-45
478,Daniel Howe,HAW,MID,52,280500,-45
481,Will Walker,NME,MID,51,244500,-46
487,Oskar Baker,MEL,MID,51,290100,-46
488,Chayce Jones,ADE,MID,51,236800,-46
490,Levi Greenwood,COL,MID,51,276800,-46
832,Joel Amartey,SYD,RUC,45,195600,-46
847,Sam Alabakis,STK,RUC,45,123900,-46
863,Mate Colina,RIC,RUC,45,102400,-46
865,Paul Tsapatolis,GEE,RUC,45,102400,-46
577,Charlie Curnow,CAR,FWD,26,294600,-47
579,Sam Switkowski,FRE,FWD,26,279400,-47
663,Lewis Young,WBD,MID,50,198300,-47
670,Lochie O'Brien,CAR,MID,50,180500,-47
675,Zach Reid,ESS,MID,50,166800,-47
679,Luke Pedlar,ADE,MID,50,162300,-47
685,Tanner Bruhn,GWS,MID,50,157800,-47
687,Thomson Dow,RIC,MID,50,146100,-47
694,Tom Hutchesson,GWS,MID,50,135400,-47
696,Oliver Henry,COL,MID,50,135300,-47
698,Ryan Angwin,GWS,MID,50,130800,-47
700,Aaron Nietschke,MEL,MID,50,123900,-47
708,Brock Smith,BRI,MID,50,123900,-47
710,Brodie Kemp,CAR,MID,50,123900,-47
719,Francis Evans,GEE,MID,50,123900,-47
721,Harry Edwards,WCE,MID,50,123900,-47
724,Hugo Ralphsmith,RIC,MID,50,123900,-47
725,Jackson Mead,POR,MID,50,123900,-47
727,Jake Pasini,POR,MID,50,123900,-47
729,James Jordon,MEL,MID,50,123900,-47
733,Jay Rantall,COL,MID,50,123900,-47
736,Josh Honey,CAR,MID,50,123900,-47
742,Lachlan Johnson,ESS,MID,50,123900,-47
758,Nick Shipley,GWS,MID,50,123900,-47
760,Noah Cumberland,RIC,MID,50,123900,-47
764,Riley Garcia,WBD,MID,50,123900,-47
765,Ronin O'Connor,ADE,MID,50,123900,-47
770,Sam Ramsay,CAR,MID,50,123900,-47
773,Tom Hird,ESS,MID,50,123900,-47
774,Tom Joyce,BRI,MID,50,123900,-47
775,Tom Wilson,COL,MID,50,123900,-47
779,Trent Burgoyne,POR,MID,50,123900,-47
780,Will Martyn,RIC,MID,50,123900,-47
783,Max Holmes,GEE,MID,50,121800,-47
792,Charlie Lazzaro,NME,MID,50,117300,-47
794,Corey Durdin,CAR,MID,50,117300,-47
797,Errol Gulden,SYD,MID,50,117300,-47
800,Henry Smith,BRI,MID,50,117300,-47
802,Isiah Winder,WCE,MID,50,117300,-47
805,Joel Western,FRE,MID,50,117300,-47
809,Luke Edwards,WCE,MID,50,117300,-47
812,Nathan O'Driscoll,FRE,MID,50,117300,-47
816,Reef McInnes,COL,MID,50,117300,-47
817,Sam Berry,ADE,MID,50,117300,-47
826,Jack Carroll,CAR,MID,50,117200,-47
828,Alex Davies,GCS,MID,50,102400,-47
495,Jack Bytel,STK,MID,49,280500,-48
503,Jarrod Brander,WCE,MID,49,295500,-48
582,Willie Rioli,WCE,FWD,25,296600,-48
518,Jordan Clark,GEE,MID,47,241800,-50
519,Tom Sparrow,MEL,MID,47,337200,-50
585,Thomas Berry,BRI,FWD,23,235500,-50
587,Xavier O'Neill,WCE,FWD,23,233200,-50
526,Matthew Cottrell,CAR,MID,46,262200,-51
568,Marcus Adams,BRI,DEF,31,250400,-51
570,Kyle Hartigan,HAW,DEF,31,314300,-51
571,Jimmy Webster,STK,DEF,31,274000,-51
590,Zac Langdon,WCE,FWD,22,224900,-51
592,Kayne Turner,NME,FWD,22,260800,-51
530,Brayden Ainsworth,WCE,MID,45,253900,-52
833,Ben Cavarra,WBD,MID,45,194900,-52
836,Flynn Perez,NME,MID,45,193400,-52
841,Jamaine Jones,WCE,MID,45,182400,-52
849,Carter Michael,BRI,MID,45,102400,-52
851,Hawego Paul Oea,GCS,MID,45,102400,-52
852,Jack Ginnivan,COL,MID,45,102400,-52
855,Jack Saunders,HAW,MID,45,102400,-52
859,Lachlan McNeil,WBD,MID,45,102400,-52
867,Taj Schofield,POR,MID,45,102400,-52
868,Tariek Newchurch,ADE,MID,45,102400,-52
870,Zane Trew,WCE,MID,45,102400,-52
536,Jack Buckley,GWS,MID,44,223800,-53
594,Matt Buntine,GWS,FWD,20,225900,-53
580,Marty Hore,MEL,DEF,26,303600,-56
230,Ivan Soldo,RIC,RUC,34,403000,-57
547,Will Hayes,WBD,MID,40,249300,-57
583,Joel Hamling,FRE,DEF,25,271000,-57
588,Caleb Marchbank,CAR,DEF,23,275400,-59
589,Daniel McKenzie,STK,DEF,22,222300,-60
593,Jordan Murdoch,GCS,DEF,21,253000,-61
575,Tom Hickey,SYD,RUC,29,261100,-62
595,Matt Buntine,GWS,DEF,20,225900,-62
596,Alex Pearce,FRE,DEF,20,235600,-62
597,Patrick Ambrose,ESS,DEF,19,217800,-63
598,Jack Hombsch,GCS,DEF,19,230200,-63
563,Matt de Boer,GWS,MID,33,303700,-64
564,Cameron Ellis-Yolmen,BRI,MID,33,337800,-64
567,Xavier O'Halloran,GWS,MID,32,227500,-65
599,Chris Burgess,GCS,DEF,17,210000,-65
600,Sam J. Reid,GWS,DEF,16,297300,-66
573,Aaron vandenBerg,MEL,MID,30,301300,-67
584,Zac Smith,GCS,RUC,24,216000,-67
591,Nathan Vardy,WCE,RUC,22,228600,-69
576,Rory Atkins,GCS,MID,27,244200,-70
578,Willem Drew,POR,MID,26,310800,-71
581,Dom Tyson,NME,MID,25,243900,-72
601,Harrison Petty,MEL,FWD,1,228200,-72
603,Peter Wright,ESS,FWD,1,292300,-72
586,Xavier O'Neill,WCE,MID,23,233200,-74
602,Harrison Petty,MEL,DEF,1,228200,-81
